Seller Platform,Seller SKU,Manufacture Name,Manufacture Code,Product Title,Description,Packaging,Qty,Category,Subcategory,Product Page URL,Attachement URL,Image URL
Staples,441771,Pilot Pens,32612,"Pilot B2P Bottle 2 Pen Retractable Ballpoint Pens, Fine Point, Black Ink, 5/Pack (32612)","Bottle-2-Pen (B2P) is the world's first family of pens made from recycled bottles. B2P ball point pens are made from 83% recycled plastic bottles and have a unique water bottle inspired design. All B2P pens write smoothly, have vibrant inks and are 100% refillable. These pens are an ideal option for those who prefer using eco-friendly products. refillable. These pens are an ideal option for those who prefer using eco-friendly products.Fine pointBallpointBlack Ink0.7mmComfortable, latex-free rubber gripBlack BarrelRefillable with high quality Pilot ballpoint refills5 per packBall point pens made from recycled bottlesBlack ballpoint ink for smooth, effortless writing0.7 mm Fine PointTransparent blue plastic barrel with comfortable, latex-free rubber gripMade from 86% total recycled content with 83% post-consumer recycled plastic bottles, for a cleaner environment5/packThe Pilot B2P Bottle-2-Pen Ball Point pens are the world's first pens made from recycled plastic bottles!Barrel MaterialPlastic EcoIDYes, product meets Staples criteria for environmental features to earn the Eco-ID mark. Learn more at EcoIDProgram.com ErasableNo GripGrip Ink ColorBlack Next Day DeliveryYes Pen Barrel ColorBlack Pen Pack Size5 Pack Pen Point Size0.7mm Pen TypeBallpoint Point TypeFine Post Consumer Recycled Content86% RecycledYes RefillableYes RetractableYes Series or CollectionB2P Bottle-2 Total Recycled Content86%",Pack,5,Writing Supplies & Instruments,Pens,https://www.staples.com/Pilot-B2P-Bottle-2-Pen-Retractable-Ball-Point-Pens-Fine-Point-Black-5-Pack-32612/product_441771,,https://www.staples-3p.com/s7/is/image/Staples/s0706557_sc7
Staples,826795,TOPS Notepads,35051,"TOPS Cross Section Pad, 8-1/2"" x 11"", 5 x 5 Graph Ruled, White, 50 Sheets/Pad (35051)","Design your next graphic or art endeavor or make calculations on this TOPS notepad. This cross-section notepad features a durable binding that allows you to remove each sheet with ease.  The ruling of five squares per inch is printed on both sides of each sheet for conservation purposes, and the non-repro blue ink does not appear on your copied drafts, keeping them clean and professional. This sturdy 20-pound paper gives you a precise calculation or design with minimal effort.Cross-Section Pads8-1/2"" x 11""50 Sheets1 EachTop Bound5 x 5 Graph RuledWhiteMade in the USATOPS Cross Section notepad is ideal for artists, graphic designers and mathematicians# of Pads1 Acid FreeNon Acid Free Binding PositionTop Color FamilyWhite Depth in Inches0.19 Hole PunchedNo Notepad Cover MaterialChipboard Notepad TypeWriting Pad Number Sheets Per Pad50 PerforationNon-Perforated Rule TypeGraph Sheet Dimension8.5"" x 11"" (US letter) True ColorWhite",,Each,Notebooks & Notepads,Notepads,https://www.staples.com/TOPS-Cross-Section-Notepad-8-1-2-x-11-5-Sq-In-Quadrille-Rule-White-50-Sheets-Pad-35051/product_826795,,"https://www.staples-3p.com/s7/is/image/Staples/s0748078_sc7,https://www.staples-3p.com/s7/is/image/Staples/s0748052_sc7,https://www.staples-3p.com/s7/is/image/Staples/s0748053_sc7,https://www.staples-3p.com/s7/is/image/Staples/m004812505_sc7,https://www.staples-3p.com/s7/is/image/Staples/m004476401_sc7,https://www.staples-3p.com/s7/is/image/Staples/m004917964_sc7"
Staples,2657132,Highland Clear Tape,6200K12,"Highland™ Invisible Tape, 3/4"" x 27.7 yds., 12/Pack (6200K12)","An economy invisible tape with a matte finish for basic office use. Fits 1-inch core desk dispensers.3/4"" x 27.7 yards1"" CoreMatte-finish tape is virtually invisible on most surfacesFits 1 inch core dispensersCan be written on with inks, pencils or markersFor permanent mending, holding and splicing12 RollsEconomical matte finish tape, great for permanent mending, holding and splicingCore Diameter (Inches)1 RemovableNon-Removable Series or CollectionHighland Invisible Tape Tape Length (yds.)27.77 Tape Pack Size11-20 Tape TypeInvisible Tape Width  Inches0.75 True ColorMatte Writable or NonwritableYes",Pack,12,"Tape, Fasteners & Adhesives",Clear Tape,https://www.staples.com/highland-invisible-tape-matte-finish-3-4-x-27-7-yds-12-pack-6200k12/product_2657132,,https://www.staples-3p.com/s7/is/image/Staples/83809432-173C-45D9-B9F22A806E0AD578_sc7
Staples,574305,Command Hooks & Hanging Strips,HOM-18Q,Command™ Quartz Key Rail (HOM-18Q-ES),"Command™ Damage-Free Hanging, Holds Strongly, Removes Cleanly.INCLUDES – 1 quartz key rail, 6 small strips, 1 rail holds 2 lbsORGANIZE DAMAGE-FREE- Say goodbye to holes, marks, or sticky residue on your walls, doors, cabinets, or closets; Command Hooks by 3M are easy to use and help keep your walls looking beautiful.NO TOOLS REQUIRED- Hang hats, bags, dog leashes, scarves, and accessories where you want without nails or a hammer.STRONG AND VERSATILE- Command Hooks hold strongly on a variety of indoor surfaces including painted walls, finished wood, glass, tile, metal, and other smooth surfaces.REMOVES CLEANLY- Redecorate when inspiration strikes; These wall hooks leave no sticky adhesive behind; Perfect to use in your college dorm, apartment, home, and office.Command™ Key Rail are perfect for keeping your keys, jewelry and ID lanyards organized and easy to find.Color FamilyWhite Depth in Inches0.5 Height in Inches2.125 Hook & Strip Capacity in Pounds2 Hook & Strip Pack SizeEach Hook & Strip SizeLarge Hook & Strip TypeKey Rail Material of ItemPlastic Next Day DeliveryYes True ColorWhite Width in Inches8",,Each,"Tape, Fasteners & Adhesives",Hooks & Hanging Strips,https://www.staples.com/Command-Small-Key-Rail-White-HOM-18Q/product_574305,,"https://www.staples-3p.com/s7/is/image/Staples/sp52322566_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp52322567_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp52322611_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp52322568_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp52322612_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp52322613_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp52322614_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp52322615_sc7"
Staples,607239,Officemate Clipboards,OIC83211,"OfficeMate Aluminum Clipboard, Silver (83211)","Make filling out forms, charts, and other documents more convenient with this letter-size aluminum clipboard. The sturdy aluminum construction offers a smooth writing surface and high durability, while the low-profile clip provides the strong holding power needed to prevent sheets from falling out and getting lost. This OfficeMate aluminum clipboard features a built-in retractable hanging hole for easy storage.This clipboard allows you to write comfortably without a deskLetter-size clipboard keeps documents in placeMade of high-quality gray/silver aluminumConvenient hanging hole lets you hang your clipboard on a hook when it isn't in useThis product is a manufactured by a certified MBE (minority owned business)Get a solid, durable writing surface on the go by using this OfficeMate letter-size aluminum clipboard.Clipboard MaterialAluminum Clipboard SizeLetter Clipboard TypeClipboards Color FamilyGray/Silver Depth in Inches0.25 Form HolderNo Height in Inches12.52 Pack Size1 True ColorSilver Width in Inches9",,Each,Office Basics,Clipboards,https://www.staples.com/OIC-Letter-Size-Aluminum-Clipboard-9-x-12-1-2/product_607239,,https://www.staples-3p.com/s7/is/image/Staples/sp44489819_sc7
Staples,2301289,3M Masking Tape,T935260,"3M 2600 Masking Tape, 4.4 Mil, 1"" x 60 yds., White, 36/Case (T935260)","1"" x 60 yds. 3M 2600 Masking Tape. Economical, light duty tape for reliable sealing and bundling. Can be written on with pens, pencils and markers for quick labeling. Easy unwind and tear off. Popular tape for school use. Holds paper to concrete block walls. Withstands temperatures up to 150 degree F. for 1 hour. Crepe paper backing with rubber adhesive.Can be written on with pens, pencils and markers for quick labeling1"" x 60 yds.4.4 mm tan crepe paper backingRubber AdhesiveEasy unwind and tear off.Popular tape for school use. Holds paper to concrete block walls.Withstands temperatures up to 150 degree  F. for 1 hour.Economical, light duty tape for reliable sealing and bundling.Core Diameter (Inches)3 Masking & Painter Tape Length (yards)60 Masking & Painter Tape TypeMasking Masking & Painter Tape Width (Inches)1 Series or Collection2600 Tape DurabilityEconomy Tensile Strength (Lbs per Inches of Width)19 Thickness Millimeters4.4 True ColorTan",Carton,36,"Tape, Fasteners & Adhesives",Masking Tape,https://www.staples.com/3M-2600-Masking-Tape-1-x-60-yds-White-36-Case-83433-2/product_2301289,,https://www.staples-3p.com/s7/is/image/Staples/m004078904_sc7
Staples,465218,Officemate Clips & Fasteners,OIC99860,"Officemate Prong Fasteners, Silver, 50/Box (99860)","Contain document sets with these prong fasteners. Made from durable steel that resists corrosion, these Officemate complete unit prong fasteners are sturdy and provide long-lasting use, while the flexible design allows for quick and simple fastening on 8.5-inch centers.A simple way to keep loose documents together in one spot3.5"" capacity ensures related documents stay togetherSilver-colored and made of corrosion-resistant steel50 complete sets per box8.5"" center-to-center distanceKeep paperwork tidy with these Officemate 8.5-inch-center 3.5-inch-capacity complete unit prong fasteners.Clip & Fastener Pack Size50 to 74 Clip & Fastener TypeProng Fastener Clip Capacity (Inches)3.5 Clip Size#1 Color FamilyGray/Silver Item MaterialSteel True ColorSilver Width in Inches8.5",Box,50,Office Basics,Clips & Fasteners,https://www.staples.com/OIC-2-Piece-Prong-Fasteners-Complete-Unit-8-1-2-Center-to-Center-3-1-2-Capacity/product_465218,,"https://www.staples-3p.com/s7/is/image/Staples/sp43815171_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp43815172_sc7"
Staples,2104798,Kahootie Co. Notepads,ITKMP,"Kahootie Co Mom’s Weekly Planner, 6"" x 9"", Pink (ITKMP)","The Moms Weekly Planner was designed to make it easier for mom to juggle the demands of caring for themselves, family, and home.Space for your agenda, weekly goals, to-do lists, and meal planDevelop healthy habits by planning in advance your meals in advanceCreate balance by making sure you are meeting your needs as well as the kids by writing down a goal for yourself and kidsIncludes 12 undated Monthly Calendar pages and 52 Weekly Planning PagesUndated so you can start at anytime during the yearThe 6""x9"" size is the perfect size to grab and goSoft cover with a smooth matte finish provides a quality look and feelManufactured in the USAA simple, stylish, and effective way for Mom to organize her weeks agenda, to-do's, and meal plan.Color FamilyPink Depth in Inches0.75 Series or CollectionIt's That Kinda Day True ColorPink",,Each,Notebooks & Notepads,Notepads,https://www.staples.com/Kahootie-Co-It-s-That-Kinda-Day-Mom-s-Weekly-Planner-6-x-9-Pink-ITKMP/product_2104798,,"https://www.staples-3p.com/s7/is/image/Staples/41B43D81-BA70-44FA-89721E8D838AA6E1_sc7,https://www.staples-3p.com/s7/is/image/Staples/4BFA1404-9F03-457F-819F22CDD3393B4B_sc7,https://www.staples-3p.com/s7/is/image/Staples/127B6425-65BC-4F9E-B7B36788E95F4098_sc7,https://www.staples-3p.com/s7/is/image/Staples/274BE771-734F-4CC9-902CC0F365D7CAD9_sc7,https://www.staples-3p.com/s7/is/image/Staples/246D6CE0-B62E-4ABB-8F08EDAE34624DC0_sc7"
Staples,24510224,Nadex Coins Pens,NWHNCC11133,Nadex Coins Ball and Chain Security Pen Set (NCC1-1133),"Need a secure writing utensil for your office? Check out the Nadex Coins Ball and Chain Security Pen Set! This pack includes a black security pen with a ball and chain, a base, and 5 refills.Rubberized grip and ridges for proper feel and writing comfortRubber base with peel-able sticky bottom for securing to many types of surfacesSecurity chain for attaching to basePen has small attached chain with link for quickly attaching and detaching for added convenienceAlso works works with many other security pen chainsIncludes pen, adhesive mount, and 5 refills&#9888; <strong>WARNING:</strong> Cancer and Reproductive harm - www.P65Warnings.ca.govInk ColorBlack Pen Pack Size1 Pen Point Size0.7mm Pen TypeCounter Top Point TypeMedium",,Each,Writing Supplies & Instruments,Pens,https://www.staples.com/nadex-coins-ball-and-chain-security-pen-set-ncc1-1133/product_24510224,,"https://www.staples-3p.com/s7/is/image/Staples/sp153636136_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp153636137_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp153636138_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp153636139_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp153636140_sc7"
Staples,587369,Officemate Clips & Fasteners,OIC99701,"Officemate Book Rings, Silver, 100/Box (99701)","Bind keys, memos, invoices, and swatches together with these Officemate 1-inch silver book rings. Each ring measures 1 inches across and is easy to open and close by simply pulling it apart or squeezing it together. These Officemate 1-inch silver book rings are constructed with steel that is resistant to splitting, cracking, and bending and come in a 100-pack, so you're never without a spare.Simple to use and highly durable, metal book rings are perfect for keeping important papers in orderRing size: 1""Dia.Silver book rings100 per boxKeep track of memos and invoices with these Officemate 1-inch silver book rings.Clip & Fastener Pack Size100 to 149 Clip & Fastener TypeBook Ring Clip Size#1 Color FamilyGray/Silver Height in Inches1 True ColorSilver",Box,100,Office Basics,Clips & Fasteners,https://www.staples.com/Book-Rings-1-Diameter-Silver-100-Box/product_587369,,https://www.staples-3p.com/s7/is/image/Staples/sp43812500_sc7
Staples,78039,Monteverde Pens,M443BB,"Monteverde® Broad Gel Ballpoint Refill For Montblanc Gel Ballpoint Pens, 6/Pack, Blue/Black","Monteverde® Capless gel refill in blue/black for Montblanc® ballpoint pens features metal parts with high quality formulated inks. Refill consists of gel ink and has a broad stainless steel tip offering smooth writing, sold as 6 per pack.Blue/blackBroadFits montblanc gel ballpoint penSmooth writing6/PackMedium tube packagingMonteverde® Capless gel blue/black refill to fit Montblanc® ballpoint pens has a broad point and offers the latest technology for smooth and comfortable writing experience, sold as 6 per pack.Barrel MaterialMetal ErasableNo Ink ColorBlue Pen Pack Size6 Pack Pen Point SizeMedium Pen TypeRefill Point TypeBroad Refill TypeBallpoint RetractableNo Series or CollectionMonteverde",Pack,6,Writing Supplies & Instruments,Pens,https://www.staples.com/Monteverde-Broad-Gel-Ballpoint-Refill-For-Montblanc-Gel-Ballpoint-Pens-6-Pack-Blue-Black/product_78039,,https://www.staples-3p.com/s7/is/image/Staples/m000004595_sc7
Staples,24466498,Smead Classification Folders,13721,"Smead 100% Recycled Pressboard Classification Folder, 1 Divider, 2"" Expansion, Letter, Blue (13721)","The Smead heavy-duty classification folder makes an excellent project file. Perfect for personnel, real estate, accounting, or banking files. The sturdy tear-resistant gusset expands to hold 2"" of material. Great for the eco-friendly office.Product Change Notice: Due to industry wide raw material discontinuation this has been manufactured with a different material and/or color than what you have received in the past. Products may be constructed with dove gray tape along the spine.Heavy-duty classification folder is made of blue pressboard to hold your documents securelyTwo fasteners allow you to subdivide papers within the folderSturdy tear-resistant gusset expands up to 2"" providing plenty of space to hold all of your important letter-size documents2/5-cut right of center position tab provides plenty of room for labels and titles10 classification folders per boxContains 100% total recycled content30% post-consumer content ensures the folder is eco-friendlyCreate a custom categorization system with these Smead blue 2-inch expansion one-divider letter-size pressboard classification folders.Color FamilyBlue Fastener Specification2K style fastener Folder DurabilityHeavy Duty Folder Expansion (inches)2"" Folder MaterialPressboard Folder Pack Size10 Length in Inches10 Next Day DeliveryYes Number of Dividers1 Number of Fasteners2 Pack Qty10 Paper SizeLetter ReinforcedNon-Reinforced Tab OrientationRight of Center Tab PositionTop Tabs2-Tab True ColorBlue Width in Inches11.75",Box,10,Folders & Filing,Classification Folders,https://www.staples.com/smead-recycled-heavy-duty-pressboard-classification-folder-1-divider-2-expansion-letter-size-blue-10-box-13721/product_24466498,,"https://www.staples-3p.com/s7/is/image/Staples/sp106969794_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp106969795_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp106969796_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp106969797_sc7"
Staples,703445,Command Hooks & Hanging Strips,17201,"Command™ Medium Picture Hanging Strips, White, 3 Sets of Strips/Pack (17201-ES)","Decorate how you want, when you want without damaging your walls. Command Picture Hanging Strips let you fearlessly hang pictures without nails or tools.INCLUDES- 3 Pairs of Medium, White Command Picture Hanging Strips (6 Strips total). 2 Pairs of Medium, White Command Picture Hanging Strips (4 Strips total); holds 6 lbs. Maximum frame size of 11 inches x 17 inchesDAMAGE-FREE DECORATING- Say goodbye to holes, marks, or sticky residue on your walls; Command Picture Hanging Strips by 3M are easy to use and help keep your walls looking beautifulNO TOOLS REQUIRED- Hang picture frames, wall art, mirrors, wall clocks, signs, dry erase boards, holiday decorations, acoustic foam boards, and other home decor where you want without nails or a hammerSTRONG AND VERSATILE-Command Strips hold strongly on a variety of indoor surfaces including painted walls, finished wood (painted or varnished shiplap, cabinets, or doors), painted concrete cinder block, laminate, glass, tile, metal, other smooth surfacesREMOVES CLEANLY- Redecorate when inspiration strikes. These picture hangers leave no sticky adhesive behind. Perfect for your dorm, apartment, home, and officeCommand™ Damage-Free Hanging, Holds Strongly, Removes Cleanly.Color FamilyWhite Depth in Inches0.1 Height in Inches2.75 Hook & Strip Capacity in Pounds3 Hook & Strip Pack Size3/Pack Hook & Strip SizeMedium Hook & Strip TypePicture Hanging Strip Material of ItemFoam Next Day DeliveryYes True ColorWhite Width in Inches0.75",Pack,3,"Tape, Fasteners & Adhesives",Hooks & Hanging Strips,https://www.staples.com/Command-Medium-Picture-Hanging-Strips-White-3-Pack/product_703445,,"https://www.staples-3p.com/s7/is/image/Staples/sp129292077_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp129292078_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp129292079_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp129292080_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp129292081_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp129292082_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp129292083_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp129292084_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp129292088_sc7"
Staples,395894,BIC Pens,13903/GSFG11BL,"BIC Round Stic Grip Xtra Comfort Ballpoint Pens, Fine Point, Blue Ink, Dozen (13903)","Write drafts, journal entries, and other papers with these fine-point pens. With an included protective cap, these pens help keep the ink from drying out for dependable, long-lasting use, while the groove-fingered grip lets you hold the pen comfortably. These BIC Round Stic Grip Xtra Comfort blue ballpoint pens have smooth-flowing blue ink, producing clear, precise lines for enhanced legibility.Ballpoint pens for clear, consistent writingBlue ink is easy to readFine 0.8mm tip ensures crisp lines with every useGray/silver barrelOne dozen pens per packComfort grip for superior controlFeatures a pocket clip for convenient carryingComfortable, round barrel design<a href=""http://sds.staples.com/msds/395894.pdf"" target=""new"">Safety Data Sheet</a>Make crisp, clean strokes by using this 12-pack of BIC Round Stic Grip Xtra Comfort 0.8mm fine-point blue ballpoint pens.Barrel MaterialPlastic ErasableNo GripGrip Ink ColorBlue Next Day DeliveryYes Pen Barrel ColorGray/Silver Pen Pack SizeDozen Pen Point Size0.8mm Pen TypeBallpoint Point TypeFine RetractableNo Series or CollectionRound Stic Grip Xtra Comfort",,Dozen,Writing Supplies & Instruments,Pens,https://www.staples.com/BIC-Round-Stic-Grip-Ballpoint-Pens-8mm-Fine-Point-Blue-12-Pk-13903-GSFG11BL/product_395894,,"https://www.staples-3p.com/s7/is/image/Staples/sp40286082_sc7,https://www.staples-3p.com/s7/is/image/Staples/s1197706_sc7,https://www.staples-3p.com/s7/is/image/Staples/F5AD8CA8-4AA6-4402-9079FB06FD7DE66E_sc7,https://www.staples-3p.com/s7/is/image/Staples/139FA98F-E87C-4AE5-826A9821325DC150_sc7,https://www.staples-3p.com/s7/is/image/Staples/B164BFF6-C323-4B63-A0E419E0ACFE802D_sc7"
Staples,205872,Monteverde Pens,D133GN,"Monteverde® Medium Mini D-1 Ballpoint Refill, Green, 50/Pack","Monteverde® Mini D-1 ballpoint medium refill for mini or multi functional pens has green ink and sold as 50 per pack. Refill having nickel silver tube and tip is strong and lustrous.GreenMedium pointFits mini and multi functional pensSmoothest writing experience50/packMonteverde soft roll mini ballpoint refillsLow viscosity ink nickel silver tube and tipDimensions: 4.9"" x 2.9"" x 1 1/2""Monteverde® Mini D-1 ballpoint medium refill has green ink lets you enjoy smooth writing and fits into mini or multi functional pens, sold as 50 per pack.ErasableNo Ink ColorGreen Pen Pack SizeBulk Pack Pen Point SizeMedium Pen TypeRefill Point TypeMedium Refill TypeBallpoint RetractableNo",Pack,50,Writing Supplies & Instruments,Pens,https://www.staples.com/Monteverde-Medium-Mini-D-1-Ballpoint-Refill-Green-50-Pack/product_205872,,https://www.staples-3p.com/s7/is/image/Staples/m000015932_sc7
Staples,2130841,Stabilo Pens,98580-PK20,Stabilo Point 88 Pens Azure No. 57 [Pack Of 20] (20PK-SW88-57),"This versatile fineliner is ideal for school children to professionals. The 0.4 fine point tip is metal enclosed for a long lifespan. The Point 88 has an unmistakable hexagonal striped design, and is suitable for use with rulers and stencils. These pens have a ventilated cap, and long cap-off time.Versatile Fineliner pen for a variety of applicationsFine point (0.4) tip is enclosed in metal to extend lifespanFeatures a ventilated cap and long cap-off timeErgonomic, hexagonal barrelColor: azurecolor code: no. 57Barrel MaterialPlastic ErasableNo Ink ColorBlue Pen Barrel ColorYellow Pen Pack Size20 Pack Pen Point Size0.4 mm Pen TypeFelt Point TypeFine RetractableNo",Pack,20,Writing Supplies & Instruments,Pens,https://www.staples.com/Stabilo-Point-88-Pens-Azure-No-57-Pack-Of-20-20PK-SW88-57/product_2130841,,https://www.staples-3p.com/s7/is/image/Staples/m004540666_sc7
Staples,24428130,Paper Mate Pens,2095465,"Paper Mate Profile Retractable Gel Pen, Bold Point, Black Ink, Dozen (2095465)","For ultrasmooth writing, turn to Paper Mate Profile gel pens. This retractable pen features vibrant ink that stands out on the page. The soft grip lets you write comfortably, no matter the writing task. Each gel pen has an easy-glide 1.0mm tip that lays down beautiful yet fluid lines.Retractable gel pen for everyday writing tasksBlack ink has a rich color for excellent readabilityBold 1.0mm point provides easy readabilityBlack plastic barrelDozen per packComfort grip for superior controlFeatures pocket clip for convenient carryingBarrel MaterialPlastic ErasableNo GripGrip Ink ColorBlack Next Day DeliveryYes Pen Barrel ColorBlack Pen Pack SizeDozen Pen Point Size1.0mm Pen TypeGel Point TypeBold RetractableYes Series or CollectionProfile",,Dozen,Writing Supplies & Instruments,Pens,https://www.staples.com/paper-mate-profile-retractable-gel-pen-bold-point-black-ink-dozen-2095465/product_24428130,,"https://www.staples-3p.com/s7/is/image/Staples/sp78990974_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp93779941_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp93779937_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp93779942_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp93779940_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp93779943_sc7"
Staples,1227694,JAM Paper Pocket Folders,383HHPREB,"JAM Paper Heavy Duty 2-Pocket Presentation Folders, Red, 6/Pack (383HHPreb)","Create files for personal, school or business use with these heavy-duty plastic folders. Each folder includes two inside pockets, allowing you to store documents without punching holes in them. The flexible and durable plastic protects paper from liquids, dirt and other debris and helps prevent creasing. These JAM Paper 3-hole punched folders with two pockets fit easily into any standard binder for safekeeping.Heavy-duty folders are made of plastic material in red colorFeature two pockets to store papers, brochures, and moreHolds standard letter-size paperSix folders per packA business card holder adds an extra professional touch to each folderA special CD slots are perfect for those press kits or presentationsFolder is three-hole punched for greater ease and is ideal for office useOrganize your important documents with JAM Paper plastic heavy-duty red folders.# of Pockets2 Pocket Color FamilyRed FastenersNo Fasteners Folder MaterialPlastic Folder Pack Size6 Number of Holes Punched3 Pack Qty6 Paper SizeLetter Pocket Folder TypePresentation Series or CollectionHeavy Duty Sheet Length (Inches)11 Sheet Width (Inches)8.5 True ColorRed Width in Inches9",Pack,6,Folders & Filing,Pocket Folders,https://www.staples.com/JAM-Paper-Plastic-Heavy-Duty-3-Hole-Punched-2-Pocket-School-Folders-Red-6-pack-383HHPREB/product_1227694,,"https://www.staples-3p.com/s7/is/image/Staples/sp170186451_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp170186491_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp170186492_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp170186493_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp170186358_sc7"
Staples,975799,The Pencil Grip Rulers & Measuring Devices,TPG158,"The Pencil Grip™ 18"" Stainless Steel Ruler (TPG158)","The Pencil Grip™ 18"" Stainless steel ruler is semi flexible and includes both standard and metric measurement units. Ruler will not be pitted and worn on the edge like plastic rulers.Length: 18""Ruler has a cork bottom to provide a clean raised edgeStainless steel will last a lifetime, won't get pitted and worn on the edge like plastic rulersIncludes both standard and metric measurement unitsBundle of 6 rulersThe Pencil Grip™ 18"" Stainless steel ruler is cork backed in order to hold steadily and is easy to use as a straight edge or measuring device.Color FamilyGray/Silver Hole PunchedNo Length in Inches18 Pack Qty6 Ruler & Measuring Device Length (Inches)16""-20"" Ruler & Measuring Device MaterialStainless Steel Ruler & Measuring Device TypeStandard True ColorGray/Silver Width in Inches1",Bundle,6,Office Basics,Rulers & Measuring Devices,https://www.staples.com/The-Pencil-Grip-18-Stainless-Steel-Ruler/product_975799,,https://www.staples-3p.com/s7/is/image/Staples/m000761854_sc7
Staples,600859,Elmer's Glue & Glue Sticks,E542,"Elmer's Permanent Glue Sticks, 0.24 oz., 4/Pack (E542)","Bond paper to cardboard and more with these easy-to-use glue sticks. Featuring a twist-up applicator and clear application, this stick is easy to use for crafts and projects. Non-toxic and washable, this pack of four Elmer's all-purpose school glue sticks is safe for use by children in classrooms or at home.Glue sticks provide permanent bonding once driedPermanently bond items to paper, cardboard, foam board, display board, and moreCapacity: 0.24 oz.Clear in colorNon-toxic and washableSold in a pack of fourAcid-free formula is safe for useWashable glue for use on porous and semi-porous surfaces<a href=""http://sds.staples.com/msds/600859.pdf"" target=""new"">Safety Data Sheet</a>Reach for these Elmer's all-purpose school glue sticks as an easy solution to adhesive needs in the classroom.Adhesive TypePermanent Capacity (oz.)0.24 Glue & Glue Sticks TypeGlue Sticks Glue TypeGlue Sticks Next Day DeliveryYes Pack Size4 True ColorClear",Pack,4,"Tape, Fasteners & Adhesives",Glue & Glue Sticks,https://www.staples.com/Avery-Glue-Stic-for-Envelopes-26-oz-3-Pk/product_806581,,"https://www.staples-3p.com/s7/is/image/Staples/20DD6AD4-5542-4E0A-8053376C8396E7A1_sc7,https://www.staples-3p.com/s7/is/image/Staples/C08E2953-4FCD-4206-86C16141DC5AF336_sc7,https://www.staples-3p.com/s7/is/image/Staples/0D80F5BF-37CD-456A-85D4B2C61124F322_sc7,https://www.staples-3p.com/s7/is/image/Staples/D8C8EC38-62E4-43CC-956BD50D5B67A5EB_sc7,https://www.staples-3p.com/s7/is/image/Staples/18A16E40-86C5-4951-B3FB9AA2F33688C7_sc7,https://www.staples-3p.com/s7/is/image/Staples/3501CD29-98BC-4567-AD9063DB961D74EA_sc7"
